temps
10.0634
10.0638
10.0641
10.0645
10.0648
10.0652
10.0655
10.0658
10.0662
10.0665
10.0668
10.0672
10.0675
10.0678
10.0682
10.0685
10.0688
10.0692
10.0695
10.0698
10.0702
10.0705
10.0708
10.0712
10.0715
10.0718
10.0722
10.0725
10.0728
10.0732
10.0735
10.0738
10.0742
10.0745
10.0748
10.0753
10.0758
10.0763
10.0768
10.0774
10.0779
10.0784
10.0789
10.0795
10.0800
10.0805
10.0811
10.0816
10.0821
10.0826
10.0832
10.0837
10.0842
10.0847
10.0852
10.0855
10.0859
10.0862
10.0866
10.0869
10.0872
10.0876
10.0879
10.0883
10.0886
10.0890
10.0893
10.0897
10.0900
10.0903
10.0907
10.0910
10.0914
10.0917
10.0921
10.0924
10.0928
10.0931
10.0934
10.0938
10.0941
10.0945
10.0948
10.0952
10.0956
10.0959
10.0963
10.0967
10.0970
10.0974
10.0978
10.0981
10.0985
10.0989
10.0993
10.0996
10.1000
10.1004
10.1007
10.1011
10.1015
10.1019
10.1022
10.1026
10.1030
10.1033
10.1037
10.1041
10.1044
10.1048
10.1052
10.1057
10.1062
10.1067
10.1072
10.1077
10.1082
10.1087
10.1092
10.1097
10.1102
10.1107
10.1112
10.1117
10.1122
10.1127
10.1132
10.1137
10.1142
10.1147
10.1154
10.1162
10.1169
10.1177
10.1185
10.1192
10.1200
10.1208
10.1215
10.1223
10.1231
10.1238
10.1246
10.1253
10.1260
10.1267
10.1273
10.1280
10.1287
10.1293
10.1300
10.1307
10.1313
10.1320
10.1327
10.1333
10.1340
10.1347
10.1355
10.1365
10.1375
10.1385
10.1395
10.1405
10.1415
10.1425
10.1435
10.1445
10.1452
10.1456
10.1460
10.1465
10.1469
10.1473
10.1477
10.1481
10.1485
10.1490
10.1494
10.1498
10.1502
10.1506
10.1510
10.1515
10.1519
10.1523
10.1527
10.1531
10.1535
10.1540
10.1544
10.1548
10.1553
10.1560
10.1567
10.1573
10.1580
10.1587
10.1593
10.1600
10.1607
10.1613
10.1620
10.1627
10.1633
10.1640
10.1647
10.1652
10.1656
10.1660
10.1663
10.1667
10.1671
10.1675
10.1679
10.1683
10.1687
10.1690
10.1694
10.1698
10.1702
10.1706
10.1710
10.1713
10.1717
10.1721
10.1725
10.1729
10.1733
10.1737
10.1740
10.1744
10.1748
10.1752
10.1757
10.1762
10.1767
10.1771
10.1776
10.1781
10.1786
10.1790
10.1795
10.1800
10.1805
10.1810
10.1814
10.1819
10.1824
10.1829
10.1833
10.1838
10.1843
10.1848
10.1852
10.1857
10.1862
10.1867
10.1872
10.1877
10.1882
10.1887
10.1892
10.1897
10.1902
10.1907
10.1912
10.1917
10.1922
10.1927
10.1932
10.1937
10.1942
10.1947
10.1952
10.1955
10.1959
10.1962
10.1966
10.1969
10.1972
10.1976
10.1979
10.1983
10.1986
10.1990
10.1993
10.1997
10.2000
10.2003
10.2007
10.2010
10.2014
10.2017
10.2021
10.2024
10.2028
10.2031
10.2034
10.2038
10.2041
10.2045
10.2048
10.2051
10.2054
10.2056
10.2059
10.2062
10.2064
10.2067
10.2069
10.2072
10.2074
10.2077
10.2079
10.2082
10.2085
10.2087
10.2090
10.2092
10.2095
10.2097
10.2100
10.2103
10.2105
10.2108
10.2110
10.2113
10.2115
10.2118
10.2121
10.2123
10.2126
10.2128
10.2131
10.2133
10.2136
10.2138
10.2141
10.2144
10.2146
10.2149
10.2151
10.2154
10.2157
10.2160
10.2163
10.2165
10.2168
10.2171
10.2174
10.2176
10.2179
10.2182
10.2185
10.2188
10.2190
10.2193
10.2196
10.2199
10.2201
10.2204
10.2207
10.2210
10.2212
10.2215
10.2218
10.2221
10.2224
10.2226
10.2229
10.2232
10.2235
10.2237
10.2240
10.2243
10.2246
10.2249
10.2251
10.2254
10.2257
10.2260
10.2263
10.2266
10.2269
10.2271
10.2274
10.2277
10.2280
10.2283
10.2286
10.2289
10.2291
10.2294
10.2297
10.2300
10.2303
10.2306
10.2309
10.2311
10.2314
10.2317
10.2320
10.2323
10.2326
10.2329
10.2331
10.2334
10.2337
10.2340
10.2343
10.2346
10.2349
10.2352
10.2356
10.2360
10.2363
10.2367
10.2371
10.2375
10.2379
10.2383
10.2387
10.2390
10.2394
10.2398
10.2402
10.2406
10.2410
10.2413
10.2417
10.2421
10.2425
10.2429
10.2433
10.2437
10.2440
10.2444
10.2448
10.2451
10.2453
10.2455
10.2457
10.2459
10.2461
10.2463
10.2465
10.2467
10.2469
10.2471
10.2473
10.2476
10.2478
10.2480
10.2482
10.2484
10.2486
10.2488
10.2490
10.2492
10.2494
10.2496
10.2498
10.2500
10.2502
10.2504
10.2506
10.2508
10.2510
10.2512
10.2514
10.2516
10.2518
10.2520
10.2522
10.2524
10.2527
10.2529
10.2531
10.2533
10.2535
10.2537
10.2539
10.2541
10.2543
10.2545
10.2547
10.2549
10.2551
10.2552
10.2554
10.2555
10.2557
10.2559
10.2560
10.2562
10.2563
10.2565
10.2566
10.2568
10.2570
10.2571
10.2573
10.2574
10.2576
10.2577
10.2579
10.2580
10.2582
10.2584
10.2585
10.2587
10.2588
10.2590
10.2591
10.2593
10.2595
10.2596
10.2598
10.2599
10.2601
10.2602
10.2604
10.2605
10.2607
10.2609
10.2610
10.2612
10.2613
10.2615
10.2616
10.2618
10.2620
10.2621
10.2623
10.2624
10.2626
10.2627
10.2629
10.2630
10.2632
10.2634
10.2635
10.2637
10.2638
10.2640
10.2641
10.2643
10.2645
10.2646
10.2648
10.2649
10.2651
10.2653
10.2655
10.2656
10.2658
10.2660
10.2662
10.2664
10.2665
10.2667
10.2669
10.2671
10.2673
10.2675
10.2676
10.2678
10.2680
10.2682
10.2684
10.2685
10.2687
10.2689
10.2691
10.2693
10.2695
10.2696
10.2698
10.2700
10.2702
10.2704
10.2705
10.2707
10.2709
10.2711
10.2713
10.2715
10.2716
10.2718
10.2720
10.2722
10.2724
10.2725
10.2727
10.2729
10.2731
10.2733
10.2735
10.2736
10.2738
10.2740
10.2742
10.2744
10.2745
10.2747
10.2749
10.2751
10.2753
10.2755
10.2756
10.2758
10.2760
10.2762
10.2764
10.2765
10.2767
10.2769
10.2771
10.2773
10.2775
10.2776
10.2778
10.2780
10.2782
10.2784
10.2785
10.2787
10.2789
10.2791
10.2793
10.2795
10.2796
10.2798
10.2800
10.2802
10.2804
10.2805
10.2807
10.2809
10.2811
10.2813
10.2815
10.2816
10.2818
10.2820
10.2822
10.2824
10.2825
10.2827
10.2829
10.2831
10.2833
10.2835
10.2836
10.2838
10.2840
10.2842
10.2844
10.2845
10.2847
10.2849
10.2851
10.2853
10.2855
10.2857
10.2859
10.2861
10.2864
10.2866
10.2868
10.2870
10.2872
10.2874
10.2876
10.2878
10.2880
10.2882
10.2884
10.2886
10.2889
10.2891
10.2893
10.2895
10.2897
10.2899
10.2901
10.2903
10.2905
10.2907
10.2909
10.2911
10.2914
10.2916
10.2918
10.2920
10.2922
10.2924
10.2926
10.2928
10.2930
10.2932
10.2934
10.2936
10.2939
10.2941
10.2943
10.2945
10.2947
10.2949
10.2951
10.2952
10.2954
10.2955
10.2957
10.2958
10.2960
10.2961
10.2963
10.2964
10.2965
10.2967
10.2968
10.2970
10.2971
10.2973
10.2974
10.2976
10.2977
10.2979
10.2980
10.2982
10.2983
10.2985
10.2986
10.2988
10.2989
10.2990
10.2992
10.2993
10.2995
10.2996
10.2998
10.2999
10.3001
10.3002
10.3004
10.3005
10.3007
10.3008
10.3010
10.3011
10.3012
10.3014
10.3015
10.3017
10.3018
10.3020
10.3021
10.3023
10.3024
10.3026
10.3027
10.3029
10.3030
10.3032
10.3033
10.3035
10.3036
10.3037
10.3039
10.3040
10.3042
10.3043
10.3045
10.3046
10.3048
10.3049
